student_id,student_level,academic_level,legal_sex,race_ethnicity,us_citizen,wi_residency,age_group,credits_enrolled,plan_school_college,academic_plan,term_admit_type,full_time_part_time,home_region_type,home_location,home_latitude,home_longitude,origin_institution_type,origin_institution_name,origin_institution_code,origin_institution_city,origin_institution_state
26056,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,22 to 29,14,Engineering,Computer Engineering BS,Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26057,Undergraduate,Sophomore,Female,Asian,U.S. Citizen,Resident,18 to 21,14,Engineering,Computer Engineering BS,Continuing,Part Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26058,Undergraduate,Sophomore,Male,Intl.,Non-Citizen,Non-Resident,18 to 21,12,Engineering,Computer Engineering BS,Continuing,Full Time,International,India,22.741,78.236,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26059,Undergraduate,Sophomore,Male,Intl.,Non-Citizen,Non-Resident,18 to 21,18,Engineering,Computer Engineering BS,Continuing,Part Time,International,India,22.741,78.236,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26060,Undergraduate,Sophomore,Male,Intl.,Non-Citizen,Non-Resident,18 to 21,14,Engineering,Computer Engineering BS,First Time Undergraduate,Full Time,International,"Korea, Republic of",36.338,128.16,High School,Pritzker College Prep,4727710,Chicago,Illinois
26061,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Resident,18 to 21,12,Engineering,Computer Engineering BS,Continuing,Full Time,WI County,Trempealeau,44.2856,-91.3478,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26062,Undergraduate,Sophomore,Female,White,U.S. Citizen,Resident,18 to 21,16,Engineering,Computer Engineering BS,First Time Undergraduate,Full Time,WI County,Waukesha,43.0181,-88.3044,High School,West High School,11525,Madison,Wisconsin
26063,Undergraduate,Sophomore,Male,Intl.,Non-Citizen,Non-Resident,22 to 29,12,Engineering,Computer Engineering BS,Continuing,Full Time,International,India,22.741,78.236,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26064,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Resident,18 to 21,17,Engineering,Computer Engineering BS,Continuing,Full Time,WI County,Washington,43.3686,-88.2293,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26065,Undergraduate,Sophomore,Male,Unknown,U.S. Citizen,Resident,18 to 21,13,Engineering,Computer Engineering BS,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26066,Undergraduate,Sophomore,Male,Intl.,Non-Citizen,Non-Resident,22 to 29,12,Engineering,Computer Engineering BS,First Time Undergraduate,Full Time,International,India,22.741,78.236,High School,Pewaukee High School,11652,Pewaukee,Wisconsin
26067,Undergraduate,Sophomore,Male,Intl.,Non-Citizen,Non-Resident,18 to 21,15,Engineering,Computer Engineering BS,Continuing,Full Time,International,"Korea, Republic of",36.338,128.16,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26068,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,22 to 29,17,Engineering,Computer Engineering BS,First Time Undergraduate,Full Time,WI County,Dane,43.073,-89.4247,High School,Kimberly High School,11409,Kimberly,Wisconsin
26069,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,22 to 29,14,Engineering,Computer Engineering BS,Continuing,Full Time,WI County,Ozaukee,43.3679,-87.9585,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26070,Undergraduate,Sophomore,Male,Intl.,Non-Citizen,Non-Resident,22 to 29,13,Engineering,Computer Engineering BS,First Time Undergraduate,Full Time,International,Singapore,1.3389,103.8297,High School,Sheboygan North High School,11703,Sheboygan,Wisconsin
26071,Undergraduate,Sophomore,Female,Intl.,Non-Citizen,Non-Resident,18 to 21,14,Engineering,Computer Engineering BS,Continuing,Full Time,International,India,22.741,78.236,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26072,Undergraduate,Sophomore,Male,Intl.,Non-Citizen,Non-Resident,18 to 21,14,Engineering,Computer Engineering BS,Continuing,Part Time,International,China,35.1753,99.3877,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26073,Undergraduate,Sophomore,Male,Intl.,Non-Citizen,Non-Resident,18 to 21,14,Engineering,Computer Engineering BS,Continuing,Part Time,International,India,22.741,78.236,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26074,Undergraduate,Sophomore,Male,Intl.,Non-Citizen,Non-Resident,18 to 21,16,Engineering,Computer Engineering BS,Continuing,Full Time,International,Canada,59.2067,-111.1937,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26075,Undergraduate,Sophomore,Male,Intl.,Non-Citizen,Non-Resident,22 to 29,15,Engineering,Computer Engineering BS,Continuing,Full Time,International,Singapore,1.3389,103.8297,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26076,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,15,Engineering,Computer Engineering BS,Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26077,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,22 to 29,13,Engineering,Computer Engineering BS,Continuing,Full Time,US State,Texas,31.25,-99.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26078,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Non-Resident,18 to 21,14,Engineering,Computer Engineering BS,Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26079,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Resident,18 to 21,15,Engineering,Computer Engineering BS,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26080,Undergraduate,Sophomore,Male,Black,U.S. Citizen,Resident,18 to 21,14,Engineering,Computer Engineering BS,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26081,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Non-Resident,22 to 29,13,Engineering,Computer Engineering BS,First Time Undergraduate,Full Time,US State,California,37.25,-119.75,High School,Muchin College Prep,4849765,Chicago,Illinois
26082,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,22 to 29,15,Engineering,Computer Engineering BS,Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26083,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Resident,18 to 21,13,Engineering,Computer Engineering BS,First Time Undergraduate,Full Time,WI County,Brown,44.4646,-87.9779,High School,Homestead High School,11420,Mequon,Wisconsin
26084,Undergraduate,Sophomore,Female,Asian,U.S. Citizen,Non-Resident,18 to 21,14,Engineering,Computer Engineering BS,Continuing,Full Time,US State,Massachusetts,42.3616,-72.1839,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26085,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Resident,18 to 21,14,Engineering,Computer Engineering BS,Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26086,Undergraduate,Sophomore,Female,Hispanic,U.S. Citizen,Non-Resident,22 to 29,14,Engineering,Computer Engineering BS,Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26087,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Non-Resident,18 to 21,15,Engineering,Computer Engineering BS,Continuing,Full Time,US State,New York,43.0,-75.49,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26088,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,13,Engineering,Computer Engineering BS,Continuing,Full Time,US State,New York,43.0,-75.49,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26089,Undergraduate,Sophomore,Female,Asian,U.S. Citizen,Non-Resident,18 to 21,17,Engineering,Computer Engineering BS,Continuing,Full Time,US State,Missouri,38.25,-92.5,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26090,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,14,Engineering,Computer Engineering BS,First Time Undergraduate,Full Time,WI County,Outagamie,44.419,-88.4637,High School,Franklin High School,11346,Franklin,Wisconsin
26091,Undergraduate,Sophomore,Male,2 or more races,U.S. Citizen,Non-Resident,18 to 21,14,Engineering,Computer Engineering BS,Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26092,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,22 to 29,16,Engineering,Computer Engineering BS,Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26093,Undergraduate,Sophomore,Male,Hispanic,U.S. Citizen,Non-Resident,18 to 21,16,Engineering,Computer Engineering BS,Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26094,Undergraduate,Sophomore,Male,Hispanic,U.S. Citizen,Non-Resident,22 to 29,13,Engineering,Computer Engineering BS,Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26095,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,<18,17,Engineering,Computer Engineering BS,Continuing,Full Time,US State,California,37.25,-119.75,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26096,Undergraduate,Sophomore,Male,Unknown,U.S. Citizen,Non-Resident,22 to 29,16,Engineering,Computer Engineering BS,First Time Undergraduate,Full Time,US State,California,37.25,-119.75,High School,Wauwatosa East High School,11770,Wauwatosa,Wisconsin
26097,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,22 to 29,12,Engineering,Computer Engineering BS,First Time Undergraduate,Full Time,US State,New York,43.0,-75.49,High School,De Forest Area High School,11305,Deforest,Wisconsin
26098,Undergraduate,Sophomore,Male,Unknown,U.S. Citizen,Resident,22 to 29,14,Engineering,Computer Engineering BS,Continuing,Full Time,WI County,Racine,42.7271,-88.0428,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26099,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,30 to 39,15,Engineering,Computer Engineering BS,Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26100,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Resident,18 to 21,13,Engineering,Computer Engineering BS,Continuing,Full Time,WI County,Outagamie,44.419,-88.4637,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26101,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,12,Engineering,Computer Engineering BS,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26102,Undergraduate,Sophomore,Male,Hispanic,U.S. Citizen,Non-Resident,18 to 21,15,Engineering,Computer Engineering BS,Continuing,Full Time,US State,Michigan,43.1045,-84.6165,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26103,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Non-Resident,18 to 21,15,Engineering,Computer Engineering BS,First Time Undergraduate,Full Time,US State,Illinois,40.0,-89.25,High School,Arrowhead High School,11376,Hartland,Wisconsin
26104,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,16,Engineering,Computer Engineering BS,Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26105,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,15,Engineering,Computer Engineering BS,Continuing,Full Time,WI County,Door,44.9881,-87.267,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26106,Undergraduate,Sophomore,Male,Unknown,U.S. Citizen,Non-Resident,18 to 21,14,Engineering,Computer Engineering BS,Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26107,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,30 to 39,15,Engineering,Computer Engineering BS,Continuing,Full Time,US State,California,37.25,-119.75,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26108,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Resident,18 to 21,16,Engineering,Computer Engineering BS,First Time Undergraduate,Full Time,WI County,Dodge,43.413,-88.7032,High School,De Forest Area High School,11305,Deforest,Wisconsin
26109,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,22 to 29,14,Engineering,Computer Engineering BS,Continuing,Full Time,WI County,Manitowoc,44.1103,-87.8415,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26110,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,15,Engineering,Computer Engineering BS,Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26111,Undergraduate,Sophomore,Male,Hispanic,U.S. Citizen,Non-Resident,18 to 21,15,Engineering,Computer Engineering BS,First Time Undergraduate,Full Time,US State,Utah,39.25,-111.75,High School,Kaukauna Senior High School,11400,Kaukauna,Wisconsin
26112,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,22 to 29,13,Engineering,Computer Engineering BS,Continuing,Full Time,US State,Nebraska,41.5,-99.75,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26113,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,22 to 29,13,Engineering,Computer Engineering BS,Continuing,Full Time,US State,California,37.25,-119.75,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26114,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Resident,18 to 21,16,Engineering,Computer Engineering BS,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26115,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,16,Engineering,Computer Engineering BS,Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26116,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,15,Engineering,Computer Engineering BS,Continuing,Full Time,US State,Massachusetts,42.3616,-72.1839,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26117,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,12,Engineering,Computer Engineering BS,First Time Undergraduate,Full Time,US State,California,37.25,-119.75,High School,Oregon High School,11637,Oregon,Wisconsin
26118,Undergraduate,Sophomore,Female,Asian,U.S. Citizen,Resident,18 to 21,15,Engineering,Computer Engineering BS,Continuing,Full Time,WI County,Racine,42.7271,-88.0428,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26119,Undergraduate,Sophomore,Male,Unknown,U.S. Citizen,Non-Resident,18 to 21,13,Engineering,Computer Engineering BS,Continuing,Full Time,US State,Virginia,37.77,-78.24,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26120,Undergraduate,Sophomore,Male,2 or more races,U.S. Citizen,Non-Resident,18 to 21,13,Engineering,Computer Engineering BS,Continuing,Full Time,US State,California,37.25,-119.75,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26121,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Non-Resident,18 to 21,16,Engineering,Computer Engineering BS,Continuing,Full Time,US State,North Carolina,35.5,-80.0,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26122,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,15,Engineering,Computer Engineering BS,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26123,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,30 to 39,14,Engineering,Computer Engineering BS,Continuing,Full Time,US State,New York,43.0,-75.49,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26124,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,13,Engineering,Computer Engineering BS,First Time Undergraduate,Full Time,US State,Nevada,39.25,-116.75,High School,Middleton High School,11554,Middleton,Wisconsin
26125,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,22 to 29,15,Engineering,Computer Engineering BS,Continuing,Part Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26126,Undergraduate,Sophomore,Male,Unknown,U.S. Citizen,Non-Resident,18 to 21,15,Engineering,Computer Engineering BS,First Time Undergraduate,Full Time,US State,Minnesota,46.25,-94.25,High School,Wauwatosa East High School,11770,Wauwatosa,Wisconsin
26127,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,17,Engineering,Computer Engineering BS,Continuing,Full Time,US State,New York,43.0,-75.49,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26128,Undergraduate,Sophomore,Female,White,U.S. Citizen,Non-Resident,22 to 29,13,Engineering,Computer Engineering BS,First Time Undergraduate,Full Time,US State,Maryland,39.4444,-77.0834,High School,Bay Port High School,11811,Green Bay,Wisconsin
26129,Undergraduate,Sophomore,Male,2 or more races,U.S. Citizen,Resident,18 to 21,16,Engineering,Computer Engineering BS,Continuing,Full Time,WI County,St Croix,45.0351,-92.4543,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26130,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,17,Engineering,Computer Engineering BS,First Time Undergraduate,Full Time,WI County,Dane,43.073,-89.4247,High School,Hamilton High School,11734,Sussex,Wisconsin
26131,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,13,Engineering,Computer Engineering BS,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26132,Undergraduate,Sophomore,Female,Asian,U.S. Citizen,Non-Resident,22 to 29,15,Engineering,Computer Engineering BS,Continuing,Full Time,US State,Maryland,39.4444,-77.0834,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26133,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,14,Engineering,Computer Engineering BS,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26134,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Non-Resident,18 to 21,15,Engineering,Computer Engineering BS,Continuing,Part Time,US State,Michigan,43.1045,-84.6165,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26135,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Resident,22 to 29,15,Engineering,Computer Engineering BS,First Time Undergraduate,Full Time,WI County,Rock,42.6692,-89.072,High School,Mayo High School,28832,Rochester,Minnesota
26136,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,15,Engineering,Computer Engineering BS,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26137,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Non-Resident,18 to 21,15,Engineering,Computer Engineering BS,Continuing,Full Time,US State,Massachusetts,42.3616,-72.1839,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26138,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,16,Engineering,Computer Engineering BS,First Time Undergraduate,Full Time,US State,Kentucky,37.79,-84.87,High School,Minnetonka High School,28414,Minnetonka,Minnesota
26139,Undergraduate,Sophomore,Female,Asian,U.S. Citizen,Non-Resident,18 to 21,18,Engineering,Computer Engineering BS,First Time Undergraduate,Full Time,US State,Arizona,34.5,-111.5,High School,Oak Creek High School,11627,Oak Creek,Wisconsin
26140,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,14,Engineering,Computer Engineering BS,Undergraduate Transfer,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26141,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,15,Engineering,Computer Engineering BS,First Time Undergraduate,Full Time,US State,Missouri,38.25,-92.5,High School,Pritzker College Prep,4727710,Chicago,Illinois
26142,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,16,Engineering,Computer Engineering BS,Continuing,Full Time,US State,Connecticut,41.6227,-72.7028,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26143,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Resident,22 to 29,13,Engineering,Computer Engineering BS,Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26144,Undergraduate,Sophomore,Female,Unknown,U.S. Citizen,Resident,18 to 21,14,Engineering,Computer Engineering BS,Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26145,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,15,Engineering,Computer Engineering BS,First Time Undergraduate,Full Time,US State,Washington,47.5,-120.5,High School,Brookfield Central High School,11265,Brookfield,Wisconsin
26146,Undergraduate,Sophomore,Male,2 or more races,U.S. Citizen,Resident,22 to 29,14,Engineering,Computer Engineering BS,First Time Undergraduate,Full Time,WI County,Barron,45.4265,-91.8486,High School,Marquette University Hs,11569,Milwaukee,Wisconsin
26147,Undergraduate,Sophomore,Female,White,U.S. Citizen,Resident,18 to 21,14,Engineering,Computer Engineering BS,Continuing,Full Time,WI County,Eau Claire,44.7306,-91.286,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26148,Undergraduate,Sophomore,Male,Unknown,U.S. Citizen,Non-Resident,18 to 21,15,Engineering,Computer Engineering BS,Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26149,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,22 to 29,14,Engineering,Computer Engineering BS,Continuing,Full Time,US State,Colorado,39.0,-105.5,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26150,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Resident,30 to 39,16,Engineering,Computer Engineering BS,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26151,Undergraduate,Sophomore,Male,Hispanic,U.S. Citizen,Non-Resident,18 to 21,14,Engineering,Computer Engineering BS,Readmit,Full Time,US State,California,37.25,-119.75,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26152,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,13,Engineering,Computer Engineering BS,Continuing,Part Time,US State,New York,43.0,-75.49,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26153,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,<18,15,Engineering,Computer Engineering BS,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26154,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,22 to 29,17,Engineering,Computer Engineering BS,Continuing,Part Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26155,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,15,Engineering,Computer Engineering BS,First Time Undergraduate,Full Time,US State,Minnesota,46.25,-94.25,High School,William H Taft High School,21919,Chicago,Illinois
26156,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,17,Engineering,Civil Engineering BS,Continuing,Full Time,WI County,Waupaca,44.4525,-88.9801,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26157,Undergraduate,Sophomore,Female,2 or more races,U.S. Citizen,Resident,18 to 21,13,Engineering,Civil Engineering BS,First Time Undergraduate,Full Time,WI County,Waukesha,43.0181,-88.3044,High School,Homestead High School,11420,Mequon,Wisconsin
26158,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Resident,18 to 21,15,Engineering,Civil Engineering BS,Continuing,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26159,Undergraduate,Sophomore,Female,Intl.,Non-Citizen,Non-Resident,18 to 21,17,Engineering,Civil Engineering BS,Continuing,Full Time,International,India,22.741,78.236,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26160,Undergraduate,Sophomore,Male,Unknown,U.S. Citizen,Resident,18 to 21,15,Engineering,Civil Engineering BS,Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26161,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,16,Engineering,Civil Engineering BS,Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26162,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,13,Engineering,Civil Engineering BS,Continuing,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26163,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Resident,18 to 21,16,Engineering,Civil Engineering BS,First Time Undergraduate,Full Time,WI County,Dane,43.073,-89.4247,High School,Fond Du Lac High School,11338,Fond Du Lac,Wisconsin
26164,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,22 to 29,17,Engineering,Civil Engineering BS,First Time Undergraduate,Full Time,WI County,Dane,43.073,-89.4247,High School,Maple Grove Senior High Sch,60047,Maple Grove,Minnesota
26165,Undergraduate,Sophomore,Female,White,U.S. Citizen,Resident,22 to 29,12,Engineering,Civil Engineering BS,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26166,Undergraduate,Sophomore,Female,Intl.,Non-Citizen,Non-Resident,18 to 21,12,Engineering,Civil Engineering BS,First Time Undergraduate,Full Time,International,Singapore,1.3389,103.8297,High School,Hamilton High School,11734,Sussex,Wisconsin
26167,Undergraduate,Sophomore,Female,White,U.S. Citizen,Resident,18 to 21,16,Engineering,Civil Engineering BS,Continuing,Full Time,WI County,Outagamie,44.419,-88.4637,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26168,Undergraduate,Sophomore,Male,Intl.,Non-Citizen,Non-Resident,18 to 21,16,Engineering,Civil Engineering BS,Continuing,Full Time,International,India,22.741,78.236,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26169,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,18,Engineering,Civil Engineering BS,Continuing,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26170,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,22 to 29,14,Engineering,Civil Engineering BS,Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26171,Undergraduate,Sophomore,Female,White,U.S. Citizen,Resident,22 to 29,14,Engineering,Civil Engineering BS,Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
26172,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,15,Engineering,Civil Engineering BS,Continuing,Full Time,US State,New York,43.0,-75.49,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
