page,school,subject,is_course_total,course_num,section_num,grades_count,avg_gpa,A_pct,AB_pct,B_pct,BC_pct,C_pct,D_pct,F_pct,S_pct,U_pct,CR_pct,N_pct,P_pct,I_pct,NW_pct,NR_pct,other_pct,course_title
228,L&S,266 COMPSCI,False,400,001,198,3.302,34.3,25.8,21.7,9.1,3.0,2.0,2.0,0.5,.,.,.,.,1.5,.,.,.,Programming III
228,L&S,266 COMPSCI,False,400,002,209,3.321,36.4,25.4,22.0,7.7,3.8,1.9,1.9,.,.,.,.,.,1.0,.,.,.,Programming III
228,L&S,266 COMPSCI,False,400,004,120,3.421,40.0,27.5,22.5,5.0,2.5,0.8,1.7,.,.,.,.,.,.,.,.,.,Programming III
228,L&S,266 COMPSCI,False,400,010,43,3.860,95.3,.,.,.,.,4.7,.,.,.,.,.,.,.,.,.,.,Programming III
228,L&S,266 COMPSCI,True,400,Course,570,3.377,40.9,24.0,20.4,7.0,3.0,1.9,1.8,0.2,.,,.,.,0.9,.,.,.,Programming III
228,L&S,266 COMPSCI,False,401,001,15,3.933,93.3,.,6.7,.,.,.,.,.,.,.,.,.,.,.,.,.,Undergrad Co-op Edu
228,L&S,266 COMPSCI,False,402,001,25,3.860,80.0,12.0,8.0,.,.,.,.,.,.,.,.,.,.,.,.,.,Introducing Comp Sci to K-12
228,L&S,266 COMPSCI,False,407,001,266,3.585,38.7,44.0,14.3,1.5,.,0.4,0.4,.,.,.,.,.,0.8,.,.,.,Found of Mobl Systms&Applctns
228,L&S,266 COMPSCI,False,425,001,30,2.948,26.7,13.3,20.0,16.7,13.3,3.3,3.3,3.3,.,.,.,.,.,.,.,.,Intro-Combinatrl Optimizatn
228,L&S,266 COMPSCI,False,435,001,69,3.058,29.0,14.5,27.5,11.6,13.0,1.4,2.9,.,.,.,.,.,.,.,.,.,Introduction to Cryptography
228,L&S,266 COMPSCI,False,471,001,10,3.800,60.0,40.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Intro-Computational Statistics
228,L&S,266 COMPSCI,False,472,001,32,3.625,68.8,12.5,12.5,.,3.1,.,3.1,.,.,.,.,.,.,.,.,.,Intro to Web Development
228,L&S,266 COMPSCI,False,475,001,8,2.714,.,.,50.0,25.0,12.5,.,.,.,.,.,.,.,12.5,.,.,.,Intro-Combinatorics
228,L&S,266 COMPSCI,False,475,002,8,2.813,12.5,25.0,25.0,12.5,12.5,12.5,.,.,.,.,.,.,.,.,.,.,Intro-Combinatorics
228,L&S,266 COMPSCI,False,475,003,15,2.867,20.0,6.7,26.7,20.0,26.7,.,.,.,.,.,.,.,.,.,.,.,Intro-Combinatorics
228,L&S,266 COMPSCI,True,475,Course,31,2.817,12.9,9.7,32.3,19.4,19.4,3.2,,.,.,,.,.,3.2,.,.,.,Intro-Combinatorics
228,L&S,266 COMPSCI,False,502,001,31,3.968,96.8,.,3.2,.,.,.,.,.,.,.,.,.,.,.,.,.,CS Education
228,L&S,266 COMPSCI,False,502,002,15,4.000,100.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,CS Education
228,L&S,266 COMPSCI,True,502,Course,46,3.978,97.8,.,2.2,.,.,.,,.,.,,.,.,.,.,.,.,CS Education
228,L&S,266 COMPSCI,False,506,001,75,3.541,48.0,25.3,14.7,6.7,4.0,.,.,1.3,.,.,.,.,.,.,.,.,Software Engineering
228,L&S,266 COMPSCI,False,514,001,17,3.765,70.6,11.8,17.6,.,.,.,.,.,.,.,.,.,.,.,.,.,Numerical Analysis
228,L&S,266 COMPSCI,False,524,001,58,3.026,37.9,20.7,5.2,15.5,8.6,6.9,5.2,.,.,.,.,.,.,.,.,.,Introduction to Optimization
228,L&S,266 COMPSCI,False,525,001,24,2.500,20.8,8.3,20.8,16.7,8.3,16.7,8.3,.,.,.,.,.,.,.,.,.,Linear Optimization
228,L&S,266 COMPSCI,False,532,001,72,3.354,41.7,19.4,18.1,12.5,6.9,1.4,.,.,.,.,.,.,.,.,.,.,Mtrx Mthds in Machine Learning
228,L&S,266 COMPSCI,False,532,002,27,3.609,55.6,18.5,3.7,3.7,.,.,3.7,7.4,.,.,.,.,7.4,.,.,.,Mtrx Mthds in Machine Learning
228,L&S,266 COMPSCI,False,532,004,57,3.411,29.8,42.1,12.3,10.5,1.8,1.8,.,1.8,.,.,.,.,.,.,.,.,Mtrx Mthds in Machine Learning
228,L&S,266 COMPSCI,True,532,Course,156,3.414,39.7,27.6,13.5,10.3,3.8,1.3,0.6,1.9,.,,.,.,1.3,.,.,.,Mtrx Mthds in Machine Learning
228,L&S,266 COMPSCI,False,533,001,6,4.000,100.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Image Processing
228,L&S,266 COMPSCI,False,536,001,52,3.106,34.6,15.4,26.9,9.6,5.8,1.9,5.8,.,.,.,.,.,.,.,.,.,Intro-Progm Langs&Compilers
228,L&S,266 COMPSCI,False,537,001,135,3.328,33.3,25.2,25.9,5.9,7.4,1.5,.,.,.,.,.,.,0.7,.,.,.,Intro to Operating Systems
228,L&S,266 COMPSCI,False,537,002,164,3.322,39.6,21.3,21.3,7.3,6.7,1.2,1.8,.,.,.,.,.,0.6,.,.,.,Intro to Operating Systems
228,L&S,266 COMPSCI,False,537,010,36,3.347,27.8,33.3,33.3,2.8,.,.,2.8,.,.,.,.,.,.,.,.,.,Intro to Operating Systems
228,L&S,266 COMPSCI,True,537,Course,335,3.327,35.8,24.2,24.5,6.3,6.3,1.2,1.2,.,.,,.,.,0.6,.,.,.,Intro to Operating Systems
228,L&S,266 COMPSCI,False,538,001,39,3.434,56.4,17.9,5.1,5.1,7.7,2.6,2.6,.,.,.,.,.,2.6,.,.,.,Thry & Desgn-Progrmg Langs
228,L&S,266 COMPSCI,False,539,001,53,3.590,54.7,17.0,9.4,11.3,1.9,.,.,5.7,.,.,.,.,.,.,.,.,Intro-Artificl Neural Ntwrks
229,L&S,266 COMPSCI,False,540,001,190,3.585,43.2,34.7,19.5,1.6,.,.,0.5,.,.,.,.,.,0.5,.,.,.,Intro-Artificl Intelligence
229,L&S,266 COMPSCI,False,540,002,191,3.683,51.8,35.1,12.6,.,.,0.5,.,.,.,.,.,.,.,.,.,.,Intro-Artificl Intelligence
229,L&S,266 COMPSCI,False,540,003,166,3.646,50.0,30.1,16.9,1.2,0.6,.,.,.,.,.,.,.,1.2,.,.,.,Intro-Artificl Intelligence
229,L&S,266 COMPSCI,True,540,Course,547,3.638,48.3,33.5,16.3,0.9,0.2,0.2,0.2,.,.,,.,.,0.5,.,.,.,Intro-Artificl Intelligence
229,L&S,266 COMPSCI,False,544,001,271,3.331,36.5,22.1,22.5,13.7,3.0,0.7,1.1,0.4,.,.,.,.,.,.,.,.,Intro Big Data Systems
229,L&S,266 COMPSCI,False,544,002,281,3.274,34.9,18.9,24.6,16.7,3.2,.,1.8,.,.,.,.,.,.,.,.,.,Intro Big Data Systems
229,L&S,266 COMPSCI,True,544,Course,552,3.302,35.7,20.5,23.6,15.2,3.1,0.4,1.4,0.2,.,,.,.,.,.,.,.,Intro Big Data Systems
229,L&S,266 COMPSCI,False,552,001,9,3.222,22.2,33.3,11.1,33.3,.,.,.,.,.,.,.,.,.,.,.,.,Intro-Computer Architecture
229,L&S,266 COMPSCI,False,559,001,110,3.668,76.4,7.3,7.3,2.7,2.7,1.8,1.8,.,.,.,.,.,.,.,.,.,Computer Graphics
229,L&S,266 COMPSCI,False,564,001,131,3.258,27.5,32.1,17.6,16.0,2.3,3.8,.,.,.,.,.,.,0.8,.,.,.,Database Mgt Systems
229,L&S,266 COMPSCI,False,564,002,169,3.556,56.2,21.9,6.5,11.2,2.4,1.8,.,.,.,.,.,.,.,.,.,.,Database Mgt Systems
229,L&S,266 COMPSCI,True,564,Course,300,3.426,43.7,26.3,11.3,13.3,2.3,2.7,,.,.,,.,.,0.3,.,.,.,Database Mgt Systems
229,L&S,266 COMPSCI,False,566,001,90,3.500,52.2,23.3,8.9,5.6,3.3,4.4,.,2.2,.,.,.,.,.,.,.,.,Intro Computer Vision
229,L&S,266 COMPSCI,False,570,001,240,3.947,95.0,2.5,.,0.4,0.8,.,0.4,.,.,.,.,.,0.8,.,.,.,Intro to Humn-Comp Interaction
229,L&S,266 COMPSCI,False,571,001,142,3.405,35.9,35.9,13.4,7.0,6.3,0.7,0.7,.,.,.,.,.,.,.,.,.,Building User Interfaces
229,L&S,266 COMPSCI,False,571,002,138,3.442,30.4,42.8,15.9,8.0,2.2,0.7,.,.,.,.,.,.,.,.,.,.,Building User Interfaces
229,L&S,266 COMPSCI,True,571,Course,280,3.423,33.2,39.3,14.6,7.5,4.3,0.7,0.4,.,.,,.,.,.,.,.,.,Building User Interfaces
229,L&S,266 COMPSCI,False,576,001,41,3.171,39.0,14.6,19.5,9.8,9.8,7.3,.,.,.,.,.,.,.,.,.,.,Introduction to Bioinformatics
229,L&S,266 COMPSCI,False,577,001,305,2.892,26.6,11.1,21.0,15.7,17.4,6.9,1.3,.,.,.,.,.,.,.,.,.,Introduction to Algorithms
229,L&S,266 COMPSCI,False,577,002,87,3.128,25.3,17.2,29.9,10.3,16.1,.,.,1.1,.,.,.,.,.,.,.,.,Introduction to Algorithms
229,L&S,266 COMPSCI,False,577,003,47,3.840,70.2,27.7,2.1,.,.,.,.,.,.,.,.,.,.,.,.,.,Introduction to Algorithms
229,L&S,266 COMPSCI,True,577,Course,439,3.040,31.0,14.1,20.7,13.0,15.3,4.8,0.9,0.2,.,,.,.,.,.,.,.,Introduction to Algorithms
229,L&S,266 COMPSCI,False,611,005,1,***,,,,,,,,,,.,.,.,.,.,.,.,User Experience Design 1
229,L&S,266 COMPSCI,False,620,001,99,3.944,91.9,5.1,3.0,.,.,.,.,.,.,.,.,.,.,.,.,.,Computer Sciences Capstone
229,L&S,266 COMPSCI,False,620,002,49,3.908,83.7,14.3,2.0,.,.,.,.,.,.,.,.,.,.,.,.,.,Computer Sciences Capstone
229,L&S,266 COMPSCI,True,620,Course,148,3.932,89.2,8.1,2.7,.,.,.,,.,.,,.,.,.,.,.,.,Computer Sciences Capstone
229,L&S,266 COMPSCI,False,639,001,30,3.552,50.0,26.7,10.0,.,10.0,.,.,3.3,.,.,.,.,.,.,.,.,UG Elective Topic in Computing
229,L&S,266 COMPSCI,False,639,002,30,3.707,66.7,23.3,3.3,.,.,.,3.3,3.3,.,.,.,.,.,.,.,.,UG Elective Topic in Computing
229,L&S,266 COMPSCI,False,639,003,22,3.591,40.9,40.9,13.6,4.5,.,.,.,.,.,.,.,.,.,.,.,.,UG Elective Topic in Computing
229,L&S,266 COMPSCI,True,639,Course,82,3.619,53.7,29.3,8.5,1.2,3.7,.,1.2,2.4,.,,.,.,.,.,.,.,UG Elective Topic in Computing
229,L&S,266 COMPSCI,False,640,001,56,3.583,37.5,41.1,14.3,3.6,.,.,.,3.6,.,.,.,.,.,.,.,.,Intro to Computer Networks
229,L&S,266 COMPSCI,False,642,001,54,3.639,70.4,1.9,24.1,.,1.9,.,1.9,.,.,.,.,.,.,.,.,.,Intro to Information Security
229,L&S,266 COMPSCI,False,681,005,2,***,,,,,,,,,,.,.,.,.,.,.,.,Senior Honors Thesis
229,L&S,266 COMPSCI,False,681,006,2,***,,,,,,,,,,.,.,.,.,.,.,.,Senior Honors Thesis
229,L&S,266 COMPSCI,False,681,012,1,***,,,,,,,,,,.,.,.,.,.,.,.,Senior Honors Thesis
229,L&S,266 COMPSCI,False,681,029,1,***,,,,,,,,,,.,.,.,.,.,.,.,Senior Honors Thesis
229,L&S,266 COMPSCI,False,681,101,2,***,,,,,,,,,,.,.,.,.,.,.,.,Senior Honors Thesis
229,L&S,266 COMPSCI,False,681,141,1,***,,,,,,,,,,.,.,.,.,.,.,.,Senior Honors Thesis
229,L&S,266 COMPSCI,False,681,148,2,***,,,,,,,,,,.,.,.,.,.,.,.,Senior Honors Thesis
229,L&S,266 COMPSCI,False,681,154,1,***,,,,,,,,,,.,.,.,.,.,.,.,Senior Honors Thesis
229,L&S,266 COMPSCI,False,681,164,1,***,,,,,,,,,,.,.,.,.,.,.,.,Senior Honors Thesis
230,L&S,266 COMPSCI,False,681,168,1,***,,,,,,,,,,.,.,.,.,.,.,.,Senior Honors Thesis
230,L&S,266 COMPSCI,False,681,170,1,***,,,,,,,,,,.,.,.,.,.,.,.,Senior Honors Thesis
230,L&S,266 COMPSCI,False,681,193,1,***,,,,,,,,,,.,.,.,.,.,.,.,Senior Honors Thesis
230,L&S,266 COMPSCI,False,681,200,3,***,,,,,,,,,,.,.,.,.,.,.,.,Senior Honors Thesis
230,L&S,266 COMPSCI,True,681,Course,19,,.,.,.,.,.,.,,.,.,,.,100.0,.,.,.,.,Senior Honors Thesis
230,L&S,266 COMPSCI,False,682,101,1,***,,,,,,,,,,.,.,.,.,.,.,.,Senior Honors Thesis
230,L&S,266 COMPSCI,False,682,165,1,***,,,,,,,,,,.,.,.,.,.,.,.,Senior Honors Thesis
230,L&S,266 COMPSCI,False,682,190,1,***,,,,,,,,,,.,.,.,.,.,.,.,Senior Honors Thesis
230,L&S,266 COMPSCI,True,682,Course,3,***,,,,,,,,,,,,,,,,,Senior Honors Thesis
230,L&S,266 COMPSCI,False,692,178,1,***,,,,,,,,,,.,.,.,.,.,.,.,Senior Thesis
230,L&S,266 COMPSCI,False,698,167,9,,.,.,.,.,.,.,.,.,.,100.0,.,.,.,.,.,.,Directed Study
230,L&S,266 COMPSCI,False,698,188,1,***,,,,,,,,,,.,.,.,.,.,.,.,Directed Study
230,L&S,266 COMPSCI,True,698,Course,10,,.,.,.,.,.,.,,.,.,100.0,.,.,.,.,.,.,Directed Study
230,L&S,266 COMPSCI,False,699,005,1,***,,,,,,,,,,.,.,.,.,.,.,.,Directed Study
230,L&S,266 COMPSCI,False,699,006,2,***,,,,,,,,,,.,.,.,.,.,.,.,Directed Study
230,L&S,266 COMPSCI,False,699,012,4,***,,,,,,,,,,.,.,.,.,.,.,.,Directed Study
230,L&S,266 COMPSCI,False,699,029,1,***,,,,,,,,,,.,.,.,.,.,.,.,Directed Study
230,L&S,266 COMPSCI,False,699,035,1,***,,,,,,,,,,.,.,.,.,.,.,.,Directed Study
230,L&S,266 COMPSCI,False,699,082,1,***,,,,,,,,,,.,.,.,.,.,.,.,Directed Study
230,L&S,266 COMPSCI,False,699,090,1,***,,,,,,,,,,.,.,.,.,.,.,.,Directed Study
230,L&S,266 COMPSCI,False,699,101,4,***,,,,,,,,,,.,.,.,.,.,.,.,Directed Study
230,L&S,266 COMPSCI,False,699,124,1,***,,,,,,,,,,.,.,.,.,.,.,.,Directed Study
230,L&S,266 COMPSCI,False,699,148,3,***,,,,,,,,,,.,.,.,.,.,.,.,Directed Study
230,L&S,266 COMPSCI,False,699,152,3,***,,,,,,,,,,.,.,.,.,.,.,.,Directed Study
230,L&S,266 COMPSCI,False,699,161,2,***,,,,,,,,,,.,.,.,.,.,.,.,Directed Study
230,L&S,266 COMPSCI,False,699,163,3,***,,,,,,,,,,.,.,.,.,.,.,.,Directed Study
230,L&S,266 COMPSCI,False,699,164,2,***,,,,,,,,,,.,.,.,.,.,.,.,Directed Study
230,L&S,266 COMPSCI,False,699,165,2,***,,,,,,,,,,.,.,.,.,.,.,.,Directed Study
230,L&S,266 COMPSCI,False,699,170,4,***,,,,,,,,,,.,.,.,.,.,.,.,Directed Study
230,L&S,266 COMPSCI,False,699,181,2,***,,,,,,,,,,.,.,.,.,.,.,.,Directed Study
230,L&S,266 COMPSCI,False,699,187,1,***,,,,,,,,,,.,.,.,.,.,.,.,Directed Study
230,L&S,266 COMPSCI,False,699,202,3,***,,,,,,,,,,.,.,.,.,.,.,.,Directed Study
230,L&S,266 COMPSCI,False,699,203,1,***,,,,,,,,,,.,.,.,.,.,.,.,Directed Study
230,L&S,266 COMPSCI,True,699,Course,42,3.972,97.6,2.4,.,.,.,.,,.,.,,.,.,.,.,.,.,Directed Study
230,L&S,266 COMPSCI,False,702,005,2,***,,,,,,,,,,.,.,.,.,.,.,.,Graduate Cooperative Education
230,L&S,266 COMPSCI,False,702,006,1,***,,,,,,,,,,.,.,.,.,.,.,.,Graduate Cooperative Education
230,L&S,266 COMPSCI,False,702,029,8,,.,.,.,.,.,.,.,100.0,.,.,.,.,.,.,.,.,Graduate Cooperative Education
230,L&S,266 COMPSCI,False,702,034,1,***,,,,,,,,,,.,.,.,.,.,.,.,Graduate Cooperative Education
230,L&S,266 COMPSCI,False,702,124,1,***,,,,,,,,,,.,.,.,.,.,.,.,Graduate Cooperative Education
230,L&S,266 COMPSCI,False,702,134,2,***,,,,,,,,,,.,.,.,.,.,.,.,Graduate Cooperative Education
230,L&S,266 COMPSCI,False,702,142,2,***,,,,,,,,,,.,.,.,.,.,.,.,Graduate Cooperative Education
230,L&S,266 COMPSCI,False,702,144,5,***,,,,,,,,,,.,.,.,.,.,.,.,Graduate Cooperative Education
231,L&S,266 COMPSCI,False,702,148,2,***,,,,,,,,,,.,.,.,.,.,.,.,Graduate Cooperative Education
231,L&S,266 COMPSCI,False,702,156,1,***,,,,,,,,,,.,.,.,.,.,.,.,Graduate Cooperative Education
231,L&S,266 COMPSCI,False,702,164,1,***,,,,,,,,,,.,.,.,.,.,.,.,Graduate Cooperative Education
231,L&S,266 COMPSCI,False,702,165,8,,.,.,.,.,.,.,.,100.0,.,.,.,.,.,.,.,.,Graduate Cooperative Education
231,L&S,266 COMPSCI,False,702,169,7,,.,.,.,.,.,.,.,100.0,.,.,.,.,.,.,.,.,Graduate Cooperative Education
231,L&S,266 COMPSCI,False,702,170,1,***,,,,,,,,,,.,.,.,.,.,.,.,Graduate Cooperative Education
231,L&S,266 COMPSCI,False,702,174,1,***,,,,,,,,,,.,.,.,.,.,.,.,Graduate Cooperative Education
231,L&S,266 COMPSCI,False,702,178,2,***,,,,,,,,,,.,.,.,.,.,.,.,Graduate Cooperative Education
231,L&S,266 COMPSCI,True,702,Course,45,,.,.,.,.,.,.,,97.8,.,,.,2.2,.,.,.,.,Graduate Cooperative Education
231,L&S,266 COMPSCI,False,704,001,22,3.818,63.6,36.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Princ of Programming Langs
231,L&S,266 COMPSCI,False,707,001,7,3.714,57.1,28.6,14.3,.,.,.,.,.,.,.,.,.,.,.,.,.,Mobile and Wireless Networking
231,L&S,266 COMPSCI,False,710,001,20,3.875,75.0,25.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Computational Complexity
231,L&S,266 COMPSCI,False,714,001,6,3.900,66.7,16.7,.,.,.,.,.,.,.,.,.,.,16.7,.,.,.,Methods of Computatnl Math I
231,L&S,266 COMPSCI,False,723,001,8,4.000,100.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Dynamic Prog & Assoc Topics
231,L&S,266 COMPSCI,False,726,001,25,3.560,36.0,48.0,8.0,8.0,.,.,.,.,.,.,.,.,.,.,.,.,Nonlinear Optimization I
231,L&S,266 COMPSCI,False,736,001,45,3.830,64.4,33.3,.,.,.,.,.,2.2,.,.,.,.,.,.,.,.,Advanced Operating Systems
231,L&S,266 COMPSCI,False,740,001,19,3.816,68.4,26.3,5.3,.,.,.,.,.,.,.,.,.,.,.,.,.,Advanced Computer Networks
231,L&S,266 COMPSCI,False,752,001,16,3.600,37.5,37.5,18.8,.,.,.,.,.,.,.,.,.,6.3,.,.,.,Adv Computer Architecture I
231,L&S,266 COMPSCI,False,758,001,11,4.000,100.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Adv Topics-Comptr Architecture
231,L&S,266 COMPSCI,False,760,001,88,3.824,64.8,35.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Machine Learning
231,L&S,266 COMPSCI,False,762,001,48,3.826,72.9,14.6,6.3,2.1,.,.,.,.,.,.,.,.,4.2,.,.,.,Advanced Deep Learning
231,L&S,266 COMPSCI,False,764,001,46,3.989,97.8,2.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Topics-Database Mgt Systems
231,L&S,266 COMPSCI,False,764,002,7,4.000,100.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Topics-Database Mgt Systems
231,L&S,266 COMPSCI,True,764,Course,53,3.991,98.1,1.9,.,.,.,.,,.,.,,.,.,.,.,.,.,Topics-Database Mgt Systems
231,L&S,266 COMPSCI,False,765,001,45,3.659,42.2,51.1,.,2.2,2.2,.,.,.,.,.,.,.,2.2,.,.,.,Data Visualization
231,L&S,266 COMPSCI,False,769,001,45,3.800,62.2,35.6,2.2,.,.,.,.,.,.,.,.,.,.,.,.,.,Adv Natural Lang Processing
231,L&S,266 COMPSCI,False,770,001,67,3.896,79.1,20.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Human-Computer Interaction
231,L&S,266 COMPSCI,False,771,001,45,4.000,100.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lrning Based Mthds for Com Vis
231,L&S,266 COMPSCI,False,775,001,15,3.700,46.7,46.7,6.7,.,.,.,.,.,.,.,.,.,.,.,.,.,Computational Network Biology
231,L&S,266 COMPSCI,False,782,001,6,4.000,100.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Adv Cmpr Sec & Prvcy
231,L&S,266 COMPSCI,False,790,002,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Thesis
231,L&S,266 COMPSCI,False,790,035,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Thesis
231,L&S,266 COMPSCI,False,790,134,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Thesis
231,L&S,266 COMPSCI,False,790,161,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Thesis
231,L&S,266 COMPSCI,False,790,164,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Thesis
231,L&S,266 COMPSCI,False,790,165,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Thesis
231,L&S,266 COMPSCI,False,790,182,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Thesis
231,L&S,266 COMPSCI,False,790,183,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Thesis
231,L&S,266 COMPSCI,False,790,199,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Thesis
231,L&S,266 COMPSCI,True,790,Course,9,,.,.,.,.,.,.,,100.0,.,,.,.,.,.,.,.,Master's Thesis
232,L&S,266 COMPSCI,False,799,002,6,,.,.,.,.,.,.,.,100.0,.,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,004,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,005,5,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,006,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,007,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,012,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,019,3,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,020,2,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,023,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,029,6,,.,.,.,.,.,.,.,100.0,.,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,034,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,035,4,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,082,3,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,090,2,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,101,4,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,112,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,124,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,127,2,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,128,3,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,131,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,134,2,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,140,2,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,142,2,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,144,3,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,148,2,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,152,2,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,153,2,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,154,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,155,4,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,156,2,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,158,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,161,5,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,162,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,163,3,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,164,4,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,165,2,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,166,4,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,170,6,,.,.,.,.,.,.,.,100.0,.,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,172,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,173,3,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,181,3,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,182,3,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
232,L&S,266 COMPSCI,False,799,187,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
233,L&S,266 COMPSCI,False,799,188,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
233,L&S,266 COMPSCI,False,799,189,1,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
233,L&S,266 COMPSCI,False,799,190,2,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
233,L&S,266 COMPSCI,False,799,191,2,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
233,L&S,266 COMPSCI,False,799,192,2,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
233,L&S,266 COMPSCI,False,799,193,3,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
233,L&S,266 COMPSCI,False,799,194,3,***,,,,,,,,,,.,.,.,.,.,.,.,Master's Research
